x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
0.25,0.24986651244455638,0.24976671949766466,0.24988586082077743,0.24990391077032903,0.24989896199455575,0.24990917655980424,0.2499094620063841,0.24972809345199964,0.24988262045081297,0.2498474755092261,0.23989640882542348,0.2414767239150526,0.2295472904415237,0.23921490584314167,0.22357314257739522,0.23861497443029886,0.23126700884506468,0.24832287835131137,0.2498859291750969,0.24983074188695936,0.24734173623891295,0.24467897245232748,0.2464968440130543,0.24666119890484658,0.24513962982776652,0.24853501904661165,0.24803257135639906,0.24933703667460996,0.24984897712882032,0.24986038985048467,0.246245230641714,0.2448381488982634,0.24554462947197092,0.2468216912956411,0.2457069135205243,0.24803059132161837,0.2482921404134064,0.24894770234126004,0.2497893230095516,0.24981772252931927,0.23912834124975313,0.240700927869691,0.22901772589746394,0.23977611762933593,0.22406392953681273,0.24001870697230812,0.23121736512811844,0.24825046467160997,0.24987307451079804,0.2498391589116217,0.2498810747867928,0.24978808129997912,0.24989144499362628,0.2498960819444185,0.24990167047698955,0.24989138440761527,0.24991762187648942,0.24972669573331746,0.2498856969950037
0.24986651244455638,0.25000000000000006,0.24978423863733393,0.24990338831725845,0.24992143953286974,0.2499164904099794,0.24992670569169795,0.24992699115829978,0.24974560988236041,0.2499001477200079,0.24986500031328426,0.23991323564166536,0.24149366157777105,0.22956339134980333,0.23923168485739474,0.22358882444693734,0.238631711364157,0.23128323037784937,0.24834029621706066,0.24990345667637254,0.24984826551728775,0.24735908528538322,0.24469613472719395,0.24651413379708545,0.24667850021706003,0.24515682441406725,0.24855245179233634,0.24804996885943245,0.24935452567546232,0.24986650203820504,0.2498779155603808,0.24626250277707754,0.24485532233808588,0.2455618524657604,0.24683900386511376,0.24572414789724326,0.24804798868576797,0.24830955612313507,0.2489651640334199,0.24980684373467638,0.24983524524644396,0.2391451141921919,0.2407178111165157,0.22903378966102225,0.23979293600811175,0.22407964583113835,0.2400355423667881,0.23123358317879308,0.2482678774581186,0.2498906011104218,0.2498566831323371,0.249898601947572,0.2498056019380082,0.2499089728817925,0.24991361015782987,0.2499191990823919,0.24990891229153195,0.249935151600755,0.24974421206563957,0.24990322447999389
0.24976671949766466,0.24978423863733393,0.25000000000000017,0.24980358064269484,0.24982162313524509,0.24981667763003979,0.2498268890385393,0.24982717466032547,0.24964586498620256,0.24980034192169584,0.24976520797031523,0.23981641220870537,0.2413940181956542,0.22947022699043307,0.23913593347026588,0.22349910100967021,0.23853593468320197,0.23119059013603352,0.24824108587599225,0.2498036488731532,0.2497484786345315,0.24726094087007128,0.24459803472119945,0.24641563118881246,0.24657982525674413,0.24505871482484215,0.24845316895325822,0.24795084953576832,0.24925493318813088,0.2497667091567388,0.24977811803754213,0.2461641318236889,0.24475749524380533,0.2454637570236823,0.24674038273239451,0.2456259749332703,0.24794889735607453,0.24821036874864916,0.2488657291283687,0.24970707446204893,0.24973546479540545,0.239049508205783,0.24062169442422982,0.2289422131060735,0.2396971650828679,0.22399016909349162,0.23993969281958516,0.23114125715537528,0.24816872212121951,0.24979079854406114,0.2497568941109159,0.24979879618462533,0.24970583260980364,0.24980916297668485,0.24981379857033728,0.24981938509233836,0.24980910206429593,0.2498353312403904,0.24964446784622937,0.24980341687086424
0.24988586082077743,0.24990338831725845,0.24980358064269484,0.2500000000000001,0.2499407921623616,0.24993584265623667,0.24994605872897407,0.24994634421768083,0.24976494889650933,0.2499194987007715,0.24988434857241354,0.2399318132873776,0.24151236160353048,0.2295811675568627,0.23925020972732366,0.223606138014297,0.23865018977522773,0.23130113976038774,0.24835952641095502,0.24992280791336424,0.24986761248056058,0.24737823949935486,0.2447150827359854,0.24653322258236443,0.24669760173002844,0.245175808096296,0.24857169841446616,0.2480691765718711,0.2493738344060641,0.24988585041362016,0.24989726481960023,0.24628157207734613,0.24487428267354608,0.2455808675112763,0.2468581178066582,0.2457431755100816,0.24806719624487217,0.24832878393667512,0.24898444261386068,0.24982618749045996,0.24985459120149414,0.23916363235853416,0.24073645106441008,0.22905152485845348,0.23981150433844015,0.22409699740517933,0.24005412948330354,0.23125148871690823,0.24828710204427712,0.24990995135194505,0.24987603074742684,0.2499179528086389,0.2498249455976333,0.24992832454593117,0.24993296218105526,0.24993855153839475,0.24992826395097872,0.24995450529203878,0.2497635509715489,0.24992257569900586
0.24990391077032903,0.24992143953286974,0.24982162313524509,0.2499407921623616,0.25000000000000006,0.2499538961853944,0.2499641141861817,0.24996439860506656,0.24978298996996923,0.24993755090910028,0.24990239841273137,0.23994940025171657,0.24153391556667478,0.2295974757445438,0.23926904688946973,0.22362163919371592,0.23866740293096225,0.23131804017352467,0.24837748878174884,0.24994086051148318,0.24988566086913483,0.24739649074484416,0.24473292680630532,0.24655096955319722,0.24671550739438097,0.24519339204557536,0.2485896815174186,0.24808711552129092,0.24939184879476162,0.24990390035091808,0.24991531565103925,0.2462993717905999,0.24489195395059443,0.24559862165427135,0.246875944183698,0.2457609455974771,0.24808511552354798,0.24834672583214068,0.24900242691084012,0.24984423314132773,0.24987263908147436,0.2391809200968368,0.24075385878123087,0.22906808856789243,0.23982883463976337,0.22411318289476892,0.24007147041144283,0.2312682003868028,0.2483050401905232,0.24992800304224708,0.24989407998686156,0.24993600507628427,0.24984299117579203,0.24994637756278093,0.24995101559072552,0.24995660529396233,0.24994631697815323,0.2499725601999692,0.24978159211451864,0.24994062830057517
0.24989896199455575,0.2499164904099794,0.24981667763003979,0.24993584265623667,0.2499538961853944,0.25000000000000006,0.24995916305759106,0.24995944856902733,0.2497780437123118,0.2499326016488471,0.24989744966690694,0.23994437487734016,0.24152490445910751,0.22959317907880306,0.23926275023255622,0.22361785943649207,0.23866269517263433,0.2313132632378353,0.24837254726817948,0.24993591102229323,0.24988071267777884,0.24739121024418875,0.2447279055879659,0.24654614740530623,0.24671053309169733,0.2451886591714675,0.2485847304320678,0.24808218162568227,0.24938690865721355,0.24989895158797024,0.24991036658872198,0.24629448368579848,0.24488712034950694,0.24559374228165134,0.24687105964131875,0.24575605856771002,0.2480802017002406,0.24834180314222118,0.24899749651267133,0.24983928553310913,0.24986769073183437,0.23917616969866626,0.24074907245090324,0.2290635317348904,0.23982407712242917,0.22410874676418158,0.24006671540642308,0.23126361310426422,0.24830011930343904,0.24992305378875998,0.24988913140582608,0.2499310556649564,0.24983804356676895,0.24994142794602167,0.249946065825468,0.24995165547466178,0.24994136734264016,0.24996761006475243,0.24977664573046576,0.24993567879769477
0.24990917655980424,0.24992670569169795,0.2498268890385393,0.24994605872897407,0.2499641141861817,0.24995916305759106,0.25,0.24996966560501452,0.2497882532536965,0.24994281820815012,0.24990766417033933,0.23995416844472878,0.24153570971006338,0.22960208408419785,0.23927749705341342,0.2236262139042887,0.2386748174185925,0.231322579844733,0.24838278590425394,0.24994612708189617,0.24989092662327203,0.24740142997366144,0.24473797203942677,0.24655611928587862,0.24672063741208064,0.24519855372376545,0.24859490421655614,0.24809229606029085,0.2493971032609656,0.24990916614061662,0.24992058165592143,0.24630455956793967,0.24489712886999324,0.24560379170142607,0.24688115205618824,0.2457661182706635,0.24809034551673154,0.24835195838513188,0.24900767417215944,0.2498494976815901,0.2498779041247011,0.23918596272323986,0.24075892042634858,0.22907291506328234,0.2398338846721495,0.22411790545713822,0.24007652761765233,0.23127306856878965,0.24831027080636137,0.2499332693390213,0.24989934556923554,0.24994127154202567,0.24984825572933939,0.24995164424708846,0.2499562823334997,0.24996187219385252,0.2499515836861231,0.24997782743597688,0.24978685532569997,0.24994589486373486
0.2499094620063841,0.24992699115829978,0.24982717466032547,0.24994634421768083,0.24996439860506656,0.24995944856902733,0.24996966560501452,0.2499999999999999,0.24978853865735104,0.2499431030579916,0.2499079496151919,0.23995448653583432,0.24153524057092562,0.2296028663517963,0.23927280489374025,0.22362726256195647,0.23867273426200036,0.2313229897018959,0.24838298387580607,0.24994641258943373,0.2498912119543534,0.24740159751335777,0.24473819974126293,0.24655650733761306,0.24672090362491653,0.24519896613829495,0.24859517571433476,0.2480926067746165,0.24939738726907038,0.24990945159768643,0.2499208670816424,0.2463048329131969,0.24489741074697646,0.24560406220773306,0.24688143338732102,0.2457663856687216,0.24809062592149264,0.24835223820061028,0.24900795868774178,0.2498497830415849,0.24987818943231271,0.23918622174546417,0.24075918774109326,0.2290731592048107,0.23983415397074961,0.22411816270859694,0.2400768018967225,0.23127332960498231,0.24831055221337656,0.24993355481283389,0.24989963100460705,0.2499415570252655,0.2498485410370791,0.24995192974214772,0.24995656781315548,0.2499621577005367,0.2499518691451531,0.24997811296096975,0.24978714060624468,0.2499461803522547
0.24972809345199964,0.24974560988236041,0.24964586498620256,0.24976494889650933,0.24978298996996923,0.2497780437123118,0.2497882532536965,0.24978853865735104,0.25,0.2497617101134079,0.2497265821584055,0.23978033573426286,0.2413604667435973,0.22943572245615573,0.23909827510093523,0.22346409039278933,0.2385016225864351,0.231154787996726,0.24820266380173373,0.24976501713279156,0.249709856364989,0.24722218013768402,0.2445606002767136,0.24637749980503115,0.24654185541368673,0.24502085564676174,0.24841475758292675,0.2479125311495753,0.2492163909122702,0.2497280830423664,0.24973949027108408,0.24612608228409152,0.24471965978864998,0.24542582441899638,0.24670225548541988,0.245588030919616,0.24791057529150104,0.24817200079147791,0.24882724387175476,0.24966845779186844,0.24969684368335832,0.23901263340195011,0.24058447116809953,0.22890691148654285,0.23966010084841768,0.22395550953800938,0.23990257039299254,0.231105491981187,0.2481303460818439,0.24975216877384213,0.2497182695848943,0.24976016517833766,0.24966721665572703,0.2497705303673595,0.24977516511378706,0.2497807509028903,0.24977046979427514,0.24979669458404177,0.24960586083398817,0.24976478515000625
0.24988262045081297,0.2499001477200079,0.24980034192169584,0.2499194987007715,0.24993755090910028,0.2499326016488471,0.24994281820815012,0.2499431030579916,0.2497617101134079,0.2499999999999999,0.249881108222059,0.23992870223608,0.2415092333604151,0.22957818398668034,0.2392471044204673,0.22360322846298378,0.23864711368635697,0.23129813839821625,0.24835630546971402,0.2499195670635627,0.24986437234453723,0.24737503189750665,0.2447119096350038,0.2465300245762978,0.24669440273283627,0.24517262691878788,0.24856847502014762,0.2480659596136305,0.24937060068227968,0.24988261004365425,0.24989402430162036,0.2462783784315218,0.2448711070485468,0.24557768300355748,0.24685491665755965,0.24573998891638635,0.24806397945481504,0.2483255637701843,0.2489812139305056,0.24982294789431828,0.24985135123769514,0.23916053103317458,0.24073332938545258,0.22904855466055632,0.23980839461512854,0.2240940914043908,0.24005101659856415,0.23124849000782854,0.24828388241905466,0.24990671066959114,0.24987279050493258,0.2499147120225247,0.24982170601759232,0.24992508362532267,0.24992972120048398,0.2499353104851687,0.24992502303118885,0.249951264031934,0.24976031218773395,0.24991933485294476
