x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
0.25,-0.1337518441433436,-0.09468596727192315,-0.1251277879015282,0.139165559918673,-0.14741015995581566,0.14322642165915994,-0.12865365136897305,0.20442712863045037,0.1464247152966185,-0.12059834010906009,-0.011573359261371255,0.14365471897930038,-0.14549594255063386,0.1541336215757664,-0.1276630843211158,-0.13389532956448658,0.14493333899659278,-0.13523131916985787,0.14376938848363477,0.15362031166839704,0.15713595644196185,-0.14207743177999002,0.11359287163269281,-0.14162642375687728,-0.05805033646043989,0.010813813796646211,0.13474229723346387,0.14180376893492044,0.0928471366286636,0.1364828114461915,-0.00028199003600438207,0.15232264230272438,0.1522246983883656,0.1502579522041088,-0.11406144103788211,0.1508443509228292,0.12833047072848758,0.1301414851153249,0.15062132518394647,-0.20088339065766822,0.15158372387540975,0.1463242730803802,0.13714976632949644,0.15228909909853994,0.15269681961412324,-0.0192820811670162,0.15126894877299288,-0.20263586702616154,0.1519967861756874,0.13058370425215035,0.14244702731554207,0.057375405477567115,0.15150573945990964
-0.1337518441433436,0.2500000000000001,0.10879454031105758,0.21934631488717934,-0.20974924886606103,0.21989493485784056,-0.213173534076751,0.2240227849905539,-0.14198977111649366,-0.21052753880998734,0.19697281778898798,0.08269360907370882,-0.20680769855842443,0.22266631844676127,-0.2242252232011713,0.22628246599058327,0.23252640948298614,-0.20933234624556724,0.23406032799898202,-0.20798599042915852,-0.22362326599970728,-0.21902372217910276,0.214453905002538,-0.00900022586559227,0.2272573678502913,0.1191303114617617,0.04340619150813221,-0.23088356035267232,-0.23557756741153116,-0.10036427951992634,-0.23382349785913772,-0.07054535198957883,-0.22645813664560854,-0.22595707462420841,-0.2226850593366864,0.008495045547492456,-0.22345931617285672,-0.20728559457539206,-0.2304942266099431,-0.2241641263803495,0.12152834000046052,-0.2268217841927823,-0.22109624209754322,-0.23516379800608703,-0.2257714671598305,-0.22624059900298144,-0.03790017865134092,-0.22662078734520574,0.13408355599565672,-0.22561349683466367,-0.22940285618392572,-0.23517618280232067,-0.10994717954464933,-0.22728814846810938
-0.09468596727192315,0.10879454031105758,0.25000000000000006,0.11087591580288697,-0.08797943065030377,0.09697717123967091,-0.09044841937471407,0.11484805104449265,-0.08340134918792502,-0.08468688224392346,0.1417148300468764,0.037982167213427925,-0.085870862758396,0.09962689296273172,-0.09824170856587958,0.1184349567204109,0.11167758150370577,-0.0832878828128125,0.11214319460695603,-0.08768382213356869,-0.09798310649191447,-0.09915199279093719,0.1028725015728799,-0.01207845983814334,0.10446398202963961,0.10148638301955833,0.00455797558384954,-0.11737469182169313,-0.1103932461793516,-0.20860929978805992,-0.11093355921673932,-0.03727358607744839,-0.09971525383480262,-0.0995478736405145,-0.09857770805593641,0.012979341773334745,-0.09810532928591882,-0.14624311598933493,-0.11472645251757219,-0.09871949156453091,0.0804837675304344,-0.1003589345794988,-0.1058024114640618,-0.11196107212011626,-0.09942716702766662,-0.09946458977539813,-0.004867560636296814,-0.10052146269699085,0.0751571100676831,-0.09971446131923067,-0.11874150478710445,-0.10969148340482614,-0.10130550527435041,-0.10056808960900053
-0.1251277879015282,0.21934631488717934,0.11087591580288697,0.25000000000000006,-0.19927565083815668,0.20911809960314698,-0.20277244925981425,0.21483238821624945,-0.13317069763699987,-0.19976806583350695,0.1974182384316671,0.0861647322946176,-0.19604805956540208,0.21210546252154572,-0.21310308226724778,0.21934052107347102,0.22419995966478215,-0.19858339950936982,0.2250504145572543,-0.19770311212110764,-0.21253095739622982,-0.20807852965866283,0.20389267114902884,-0.003590765342653046,0.21712069277753407,0.12272067676735157,0.047919255963644526,-0.22140747384320406,-0.22583237482177354,-0.10263511849700566,-0.22470703251878418,-0.0742820975952236,-0.21529901276323024,-0.2148381112233693,-0.2116302193924605,0.003387746291746405,-0.21234477964775506,-0.2041099378090207,-0.2299551402134281,-0.21312739562817382,0.11329510422185914,-0.2159145760908835,-0.21015930860442503,-0.22620506113713912,-0.21470729317936696,-0.2150447424851514,-0.04229603496342328,-0.2156397678544103,0.1255603054757248,-0.21444324206504173,-0.22253483842511995,-0.2252400351047469,-0.11331060151617982,-0.2162343805851299
0.139165559918673,-0.20974924886606103,-0.08797943065030377,-0.19927565083815668,0.2500000000000001,-0.2247778706699473,0.22379860951278402,-0.20549359684217383,0.14870951835447105,0.21688380881372055,-0.1754188424470143,-0.05611221393249711,0.2131938006680561,-0.22317059807323678,0.23033748209161492,-0.2054925136471391,-0.2118150333241996,0.21573563981375884,-0.21344317654895872,0.2178540626194142,0.2297403789598918,0.22518941362037248,-0.21960397055792413,0.025850740789679468,-0.21958271757454598,-0.10516531685176965,-0.01606521228071114,0.2145991576261843,0.22161822270494805,0.08054866291831032,0.21494707948448843,0.04400816048954786,0.23204681850252473,0.23164006484982497,0.2289970213542715,-0.024582032466239204,0.22961073599053947,0.18545886100931808,0.20968095419232805,0.2295120917213989,-0.12791003286688854,0.23132894856489727,0.22614010822157385,0.2154488642107849,0.23162638456204573,0.23244264174239698,0.010421809567013177,0.2310165814452609,-0.14055351118087822,0.23167750585796315,0.20938755974837617,0.2222199528241045,0.09644256571567225,0.2312762112586269
-0.14741015995581566,0.21989493485784056,0.09697717123967091,0.20911809960314698,-0.2247778706699473,0.2500000000000001,-0.22833536104279636,0.21572726755791946,-0.1558673469286658,-0.22551060174854845,0.1864875869829119,0.07099027287178682,-0.22187907268970422,0.2322680686356475,-0.23933852781541445,0.2160212895370752,0.22225528321369503,-0.22428021018368846,0.22394160135923052,-0.22292472769644767,-0.23869208755483495,-0.23402446991991135,0.2285046914235389,-0.02113935984564302,0.22916632857994287,0.10767312815335678,0.031259632102035806,-0.22507350276284427,-0.23185123302718436,-0.08871112136975784,-0.2252968132860393,-0.05902140495276183,-0.24109663418160815,-0.24065722927326333,-0.23788807378008467,0.020129856716707348,-0.23850515776259693,-0.19701346125192717,-0.22056625478040806,-0.23847023811714277,0.13487074746168184,-0.24043668573489352,-0.23532420463264955,-0.225904029405219,-0.24063527880074567,-0.24145639959435686,-0.026230247951166772,-0.24013671881480944,0.14748767329304296,-0.24069308829143118,-0.22000752223164668,-0.23238612867042935,-0.09888947883499101,-0.2404223067147894
0.14322642165915994,-0.213173534076751,-0.09044841937471407,-0.20277244925981425,0.22379860951278402,-0.22833536104279636,0.25000000000000006,-0.20891066550478787,0.15312500430285483,0.220327439770801,-0.1787816951497758,-0.059454548707441754,0.21677523779102578,-0.22673204883053394,0.23401146474969953,-0.20893746596589605,-0.2152824324540298,0.21922976927587923,-0.21693961392311797,0.2207408005848854,0.23341150858223442,0.22896148659872126,-0.22316139210792407,0.026082708055458727,-0.22310618208902652,-0.1062209573222652,-0.019035407116563176,0.2181616114155461,0.22520941142032727,0.08340033947430037,0.21844661670327756,0.04721231612282956,0.2357323500742495,0.23531767598436315,0.2326368290946859,-0.024912090448010137,0.23325323512172247,0.18899637254747903,0.21323181415712258,0.2331563047359948,-0.13204221340769087,0.23500676312810365,0.22980684506240584,0.21897066020610256,0.23530477119060825,0.23613185917624271,0.013297978490435425,0.23469371331684738,-0.14477545337614284,0.23535897607199183,0.21289654323734977,0.22581538988604777,0.0973756232853233,0.23495448048367357
-0.12865365136897305,0.2240227849905539,0.11484805104449265,0.21483238821624945,-0.20549359684217383,0.21572726755791946,-0.20891066550478787,0.2500000000000003,-0.13707379420778815,-0.2061546968148408,0.20331308834399173,0.08795872322311528,-0.20241489472308571,0.21830650784330613,-0.21995779760965556,0.23302960009561527,0.22792718699721617,-0.2050078600124671,0.22956131941356184,-0.2036625676663287,-0.2193710728442349,-0.2146863549552158,0.22150852497198104,-0.003440849323789845,0.22275099474838847,0.12527648231026967,0.03755055819450989,-0.2376939696413563,-0.23113072904696022,-0.10628410222899473,-0.22922069659655425,-0.07603646298955254,-0.22218249540797888,-0.22177004757957627,-0.21958977308790167,0.002930893942129046,-0.21923160978139006,-0.21367850677561429,-0.22574214321846645,-0.21992157353158842,0.11655050500949281,-0.2225700923720224,-0.2280476408098413,-0.230497447354997,-0.22158676927367235,-0.222019593828578,-0.03250411521036789,-0.22282273756380713,0.1292541106957626,-0.22205582181607222,-0.23550864328388554,-0.23060992172544842,-0.11594158208138829,-0.22298962499170064
0.20442712863045037,-0.14198977111649366,-0.08340134918792502,-0.13317069763699987,0.14870951835447105,-0.1558673469286658,0.15312500430285483,-0.13707379420778815,0.25000000000000017,0.15690937466364516,-0.10931280244781744,0.00606776116584026,0.15361088627446393,-0.15394211895844048,0.16293561243333404,-0.1360512250856487,-0.1423138975694758,0.15622489548092106,-0.14359191246974604,0.15384582198301314,0.1619661134722639,0.1672532012189504,-0.15053360461086848,0.10800065987194056,-0.1501397813867832,-0.04023155479638281,0.03087631306375095,0.14351265621972856,0.15054541322739734,0.08341294807352795,0.14525731023568972,-0.019822098635196586,0.16100139192580715,0.1609336781670331,0.15886022651164255,-0.10800871216869304,0.15944670553912962,0.11592300505631216,0.13876048511174693,0.15923946375705852,-0.2103301669773362,0.1602937189600845,0.1550552564521445,0.14586242286654025,0.16102259231543697,0.16138145619252203,-0.038770577482796394,0.15997057878599252,-0.22919938616816232,0.16068814616243066,0.13939705641440792,0.15118309729359636,0.03993466028322843,0.16022269945514891
0.1464247152966185,-0.21052753880998734,-0.08468688224392346,-0.19976806583350695,0.21688380881372055,-0.22551060174854845,0.220327439770801,-0.2061546968148408,0.15690937466364516,0.25000000000000033,-0.17617494788884216,-0.06706638146720817,0.21488776149728944,-0.22392386222173952,0.2311538431109462,-0.20616454394627665,-0.21259372878457403,0.21720783012304826,-0.21425520923358757,0.21570499165318177,0.23059654649833244,0.22635817773619749,-0.22029591285957084,0.027514911139628027,-0.22029610035336245,-0.0978042138166211,-0.02759246373746347,0.2153312017688609,0.22240412742379084,0.07665407595820108,0.21572331163919026,0.05473088717527691,0.23282638043451856,0.23241820590096596,0.22975387685799614,-0.026745502726714866,0.2303745946963665,0.18630328793445797,0.21081991597692357,0.23027777377446673,-0.1365541264315802,0.23209743639638303,0.2268598201837568,0.21627873665909858,0.23241442310761504,0.23321783652256706,0.022593140394027038,0.23179081172648655,-0.14970218170065533,0.23244757682636144,0.2101552293086533,0.22300624461147103,0.08892959571284209,0.2320552025004623
