x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1267378326750297e-6,2.1267378329525854e-6,2.1267378325640074e-6,2.1267378323419628e-6,2.1267378726985697e-6,2.1267378325084962e-6,2.1267378726985697e-6,2.126737832730541e-6,2.1267378323419628e-6,2.1267378725875474e-6,2.126737832008896e-6,2.1267378317868513e-6,2.1267378721434582e-6,2.1267378319533847e-6,2.1267378718659025e-6,2.1267378315648067e-6,2.1267378314537844e-6,2.1267378715328356e-6,2.126737831009695e-6,2.1267378710887463e-6,2.126737871033235e-6,2.1267378711442575e-6,2.126737830954184e-6,2.1267378307876506e-6,2.126737830954184e-6,2.1267378306766282e-6,2.1267378306766282e-6,2.1267378307876506e-6,2.126737830565606e-6,2.1267378307321394e-6,2.1267378303435613e-6,2.126737830510095e-6,2.1267378707001683e-6,2.1267378707001683e-6,2.126737870644657e-6,2.126737830232539e-6,2.126737870644657e-6,2.1267378301215167e-6,2.126737829899472e-6,2.126737870200568e-6,2.1267378300660056e-6,2.1267378699785233e-6,2.126737829455383e-6,2.1267378292333383e-6,2.1267378693123895e-6,2.1267378289002714e-6,2.126737829177827e-6,2.126737869201367e-6,2.1267378292888495e-6,2.1267378693123895e-6,2.1267378290112937e-6,2.1267378289002714e-6,2.126737829177827e-6,2.1267378288447603e-6
1.662114209943777e-5,1.6621142285899726e-5,1.6621142099326747e-5,1.6621142099104702e-5,1.6621147434336958e-5,1.6621142285455637e-5,1.6621147434336958e-5,1.662114228556666e-5,1.662114209899368e-5,1.6621147434336958e-5,1.6621142098882657e-5,1.6621142098660613e-5,1.662114743389287e-5,1.6621142285011548e-5,1.6621147340523112e-5,1.6621142098438568e-5,1.6621142098327546e-5,1.662114734041209e-5,1.6621142098216524e-5,1.6621147340190046e-5,1.662114743344878e-5,1.6621147433559802e-5,1.6621142284900525e-5,1.6621142098327546e-5,1.6621142284789503e-5,1.6621142098327546e-5,1.6621142098327546e-5,1.6621142098327546e-5,1.6621142098216524e-5,1.662114228467848e-5,1.662114209799448e-5,1.6621142284456436e-5,1.6621147433337757e-5,1.662114743344878e-5,1.6621147340190046e-5,1.66211420981055e-5,1.6621147340079023e-5,1.662114209799448e-5,1.6621142097883457e-5,1.6621147339745956e-5,1.662114228412337e-5,1.6621147432838157e-5,1.6621142097938968e-5,1.6621142097827946e-5,1.6621147433171224e-5,1.6621142097827946e-5,1.662114228423439e-5,1.662114743294918e-5,1.662114228423439e-5,1.662114743294918e-5,1.662114209749488e-5,1.6621142097383856e-5,1.662114228367928e-5,1.6621142097161812e-5
5.360517496039163e-5,5.360518276947834e-5,5.360517496028061e-5,5.360517496028061e-5,5.360532386994299e-5,5.3605182769145276e-5,5.3605323869720944e-5,5.3605182769034254e-5,5.3605174959947544e-5,5.36053238694989e-5,5.36051749597255e-5,5.360517495961448e-5,5.360532386905481e-5,5.360518276820159e-5,5.3605319964067366e-5,5.360517495883732e-5,5.3605174959059365e-5,5.3605319964067366e-5,5.3605174959059365e-5,5.3605319964067366e-5,5.36053238684997e-5,5.360532386838868e-5,5.3605182767646475e-5,5.3605174958615276e-5,5.36051827677575e-5,5.36051749587263e-5,5.36051749587263e-5,5.36051749587263e-5,5.3605174958615276e-5,5.3605182767701987e-5,5.3605174958615276e-5,5.360518276781301e-5,5.3605323868277654e-5,5.3605323868277654e-5,5.36053199637343e-5,5.3605174958504254e-5,5.3605319963512255e-5,5.360517495839323e-5,5.360517495828221e-5,5.360531996340123e-5,5.360518276731341e-5,5.3605323867889076e-5,5.360517495817119e-5,5.3605174958060164e-5,5.360532386766703e-5,5.36051749577271e-5,5.3605182766591764e-5,5.3605323867278454e-5,5.3605182766702786e-5,5.360532386744499e-5,5.360517495778261e-5,5.3605174957671586e-5,5.360518276681381e-5,5.360517495789363e-5
0.0001110380142300138,0.00011103809482820859,0.00011103801422990278,0.00011103801423040238,0.0001110393919462882,0.00011103809482848614,0.00011103939194617718,0.00011103809482815308,0.00011103801422979176,0.00011103939194656576,0.00011103801423034687,0.00011103801422979176,0.00011103939194656576,0.00011103809482831961,0.00011103935164691325,0.00011103801423006932,0.00011103801423018034,0.00011103935164707979,0.00011103801423040238,0.00011103935164730183,0.00011103939194634371,0.00011103939194645474,0.00011103809482820859,0.00011103801422984727,0.00011103809482798654,0.00011103801422968074,0.00011103801422968074,0.00011103801423023585,0.00011103801423023585,0.00011103809482865268,0.0001110380142305134,0.00011103809482848614,0.00011103939194645474,0.00011103939194639922,0.00011103935164696876,0.00011103801423006932,0.00011103935164685774,0.00011103801423034687,0.00011103801422995829,0.00011103935164658019,0.00011103809482793103,0.00011103939194589962,0.00011103801422956971,0.0001110380142300138,0.00011103939194584411,0.00011103801422956971,0.00011103809482820859,0.00011103939194606616,0.00011103809482820859,0.00011103939194601065,0.00011103801422956971,0.00011103801422934767,0.00011103809482787552,0.00011103801422945869
0.00017170181811204666,0.00017170221355861104,0.00017170181811188012,0.00017170181811904106,0.00017170824558310205,0.00017170221355916615,0.00017170824558299103,0.000171702213558389,0.000171701818111214,0.00017170824558260245,0.00017170181811793084,0.00017170181811088092,0.00017170824558226938,0.00017170221355777837,0.0001717080478551014,0.00017170181811687613,0.00017170181811687613,0.00017170804785493488,0.00017170181811693164,0.00017170804785482385,0.0001717082455813812,0.0001717082455818253,0.00017170221355722326,0.00017170181811593244,0.00017170221355666815,0.00017170181810910456,0.00017170181810916008,0.0001717018181117136,0.0001717018181117691,0.00017170221355850002,0.00017170181811859697,0.00017170221355872206,0.00017170824558315756,0.00017170824558288,0.00017170804785565652,0.00017170181811798635,0.0001717080478559896,0.00017170181811848595,0.0001717018181182639,0.00017170804785615612,0.00017170221355855553,0.00017170824558260245,0.00017170181811104746,0.00017170181811765328,0.00017170824558271347,0.00017170181811115848,0.0001717022135579449,0.00017170824558221387,0.00017170221355783388,0.00017170824558249143,0.00017170181811659857,0.0001717018181097152,0.00017170221355722326,0.00017170181810965968
0.00021350951297705034,0.0002135106825094102,0.0002135095129763842,0.00021350951302773202,0.00021352795059692564,0.0002135106825089106,0.00021352795059603746,0.00021351068250741179,0.00021350951297405274,0.00021352795059581542,0.00021350951302639976,0.00021350951297416376,0.00021352795059592644,0.00021351068250735628,0.00021352736579499654,0.00021350951302256949,0.00021350951302340215,0.00021352736579444143,0.00021350951302295806,0.00021352736579449694,0.00021352795059453866,0.00021352795059464968,0.000213510682506024,0.00021350951302301358,0.00021351068250569094,0.00021350951297111065,0.00021350951297166576,0.00021350951297616216,0.0002135095129758291,0.0002135106825089661,0.0002135095130276765,0.00021351068250929917,0.0002135279505976473,0.00021352795059692564,0.00021352736579616227,0.00021350951302478993,0.00021352736579643983,0.00021350951302540055,0.00021350951302484544,0.00021352736579544063,0.0002135106825075228,0.00021352795059559337,0.00021350951297294252,0.00021350951302545607,0.00021352795059592644,0.0002135095129733311,0.00021351068250718974,0.00021352795059481622,0.0002135106825065236,0.00021352795059509377,0.00021350951302351318,0.00021350951297172127,0.00021351068250607952,0.00021350951297199883
0.00022697408170713196,0.00022697641112379152,0.0002269740817059107,0.0002269740819253463,0.0002270100068320069,0.00022697641112440214,0.0002270100068310632,0.00022697641112257028,0.00022697408170424538,0.0002270100068310077,0.00022697408192495772,0.00022697408170474498,0.00022701000683134076,0.00022697641112257028,0.0002270088419658034,0.00022697408191574286,0.00022697408191663104,0.00022700884196502624,0.00022697408191563184,0.0002270088419648597,0.00022701000682917583,0.000227010006830064,0.00022697641112157108,0.00022697408192073887,0.00022697641112051636,0.0002269740817008592,0.00022697408170174738,0.000226974081707354,0.0002269740817063548,0.00022697641112401357,0.0002269740819259014,0.00022697641112495726,0.00022701000683283956,0.00022701000683233996,0.0002270088419668581,0.0002269740819174082,0.00022700884196663607,0.0002269740819179078,0.00022697408191707513,0.00022700884196552584,0.00022697641112245925,0.00022701000683039707,0.0002269740817029131,0.00022697408192345891,0.0002270100068305081,0.00022697408170296862,0.00022697641112179312,0.00022701000682928685,0.00022697641112157108,0.00022701000683023054,0.00022697408192068336,0.0002269740817009147,0.00022697641112062739,0.00022697408170169187
0.0002268915441819841,0.00022689482996518517,0.00022689154418059632,0.00022689154477151252,0.00022694130515416022,0.00022689482996640642,0.0002269413051531055,0.0002268948299643525,0.0002268915441789865,0.0002269413051524949,0.00022689154477073536,0.00022689154417893098,0.00022694130515216182,0.00022689482996318677,0.0002269396618225783,0.00022689154474780926,0.00022689154474925255,0.0002269396618220787,0.00022689154474792028,0.00022693966182169012,0.00022694130514999689,0.00022694130515077404,0.00022689482996196553,0.00022689154476535078,0.0002268948299607998,0.0002268915441745456,0.00022689154417571133,0.00022689154418142898,0.00022689154418015223,0.00022689482996474108,0.00022689154477101292,0.00022689482996601784,0.00022694130515343858,0.00022694130515232835,0.00022693966182296688,0.000226891544748975,0.0002269396618230779,0.00022689154475030726,0.0002268915447490305,0.00022693966182180114,0.00022689482996257615,0.00022694130515027444,0.00022689154417587787,0.00022689154476779327,0.00022694130515021893,0.0002268915441756003,0.00022689482996168797,0.0002269413051495528,0.00022689482996174348,0.00022694130515077404,0.00022689154476512874,0.0002268915441741015,0.0002268948299607998,0.0002268915441754893
0.00024770894970632673,0.0002477122553816713,0.0002477089497047724,0.00024770895080117317,0.00024775816363736824,0.0002477122553822819,0.00024775816363586944,0.00024771225537989494,0.00024770894970183033,0.0002477581636346482,0.0002477089507993413,0.0002477089497017748,0.0002477581636345372,0.0002477122553787292,0.0002477565099737178,0.00024770895075870714,0.00024770895075981736,0.0002477565099726631,0.0002477089507584851,0.00024775650997199694,0.0002477581636317061,0.0002477581636330384,0.00024771225537695285,0.00024770895079323507,0.0002477122553758426,0.0002477089496968343,0.00024770894969800006,0.0002477089497051055,0.00024770894970393975,0.0002477122553807276,0.00024770895080056254,0.00024771225538194885,0.0002477581636367576,0.00024775816363542535,0.0002477565099743839,0.00024770895076070554,0.00024775650997460597,0.0002477089507615937,0.00024770895076031696,0.00024775650997233,0.0002477122553772304,0.00024775816363231673,0.00024770894969849966,0.0002477089507964547,0.0002477581636330939,0.00024770894969855517,0.00024771225537645325,0.0002477581636310955,0.0002477122553762867,0.00024775816363231673,0.0002477089507924024,0.0002477089496957796,0.00024771225537500996,0.0002477089496971119
